Day_0,Day_1,Day_2,Day_3,Day_4,Day_5,Day_6,Day_7,Group
0.08376894316694533,0.6297189141070715,0.9641379617888997,1.0,1.0,1.0,1.0,1.0,A: Consolidation
0.002811635048429807,0.4571781345314871,0.8758489268409622,1.0,1.0,1.0,1.0,1.0,A: Consolidation
-0.08496227286549952,0.5778700581333155,0.7032129215772099,1.0,1.0,1.0,1.0,1.0,A: Consolidation
-0.018067854621871406,0.607438318423478,0.8376956033053338,1.0,1.0,1.0,1.0,1.0,A: Consolidation
0.13648750087400494,0.6253906874767898,0.7696108898487419,1.0,1.0,1.0,1.0,1.0,A: Consolidation
-0.011942450546930224,0.6363640660260586,0.819494844725224,0.9253979693494236,1.0,1.0,1.0,1.0,A: Consolidation
-0.0711979207032375,0.5755710973313067,0.7855020506943136,0.928291616456606,1.0,1.0,1.0,1.0,A: Consolidation
-0.008245073481155779,0.3546577456426672,0.3913899793839596,0.7345749157257312,0.7413250829447329,0.8696874324216016,0.8237632523503231,0.8928325427640802,A: Consolidation
0.019268619112301367,0.5222589211016314,0.990592536739111,1.0,1.0,1.0,1.0,0.9735675026043134,A: Consolidation
-0.031018292208597354,0.3962832104498253,0.2631285825274182,0.5833262233644799,0.8619808929711383,0.9479442181453249,1.0,0.823801740096108,A: Consolidation
-0.030146622962573186,0.5416976357800989,0.876359365745774,1.0,1.0,1.0,1.0,1.0,A: Consolidation
0.059053776450765885,0.5242086104364158,0.8337710712826666,1.0,1.0,1.0,1.0,1.0,A: Consolidation
0.0416851538553031,0.7608443615206806,1.0,0.9847561726485351,1.0,1.0,1.0,1.0,A: Consolidation
-0.00029368071486176087,0.4105438198814783,0.40983966294461394,0.649711877897592,0.7789144814146222,0.9770531759448585,0.9298935278558716,1.0,A: Consolidation
-0.003452193100685459,0.7363956621600412,1.0,0.9686209976698491,1.0,1.0,1.0,0.9989809790589721,A: Consolidation
0.007317692960076345,0.5348451301123933,0.9217790133437821,1.0,1.0,0.9437612851444049,0.8938649690025229,1.0,A: Consolidation
-0.02166927511449603,0.5065965994976852,0.9873729287437479,1.0,1.0,1.0,1.0,1.0,A: Consolidation
-0.0005063639339647477,0.5080793387372453,0.5374534733178228,0.9453720216364762,0.8927076394628037,0.8817198143121985,1.0,1.0,A: Consolidation
0.006825785045151485,0.6023594686289326,0.849447955528446,1.0,1.0,1.0,1.0,0.9195792767616072,A: Consolidation
0.07383804728484211,0.542645709450657,0.7722364764659757,1.0,1.0,1.0,0.9634813210826666,1.0,A: Consolidation
-0.05832401799089605,0.2569406465120173,0.3403839973491832,0.3397548875628444,0.45134328586318917,0.779783679097485,0.8192547839281042,0.7036715467744082,A: Consolidation
0.04700178658507984,0.7502694526911596,1.0,1.0,1.0,1.0,0.9102846060823738,1.0,A: Consolidation
0.08363957920320926,0.6459758070556341,0.6846171264620575,0.9955928104809023,1.0,0.9868188165208007,1.0,1.0,A: Consolidation
-0.04284488350764155,0.5234956113341303,0.44939238661137837,0.4808235800005468,0.8301756868966925,0.8875956773305888,0.9259047779107153,1.0,A: Consolidation
0.009299297152443866,0.48079582832878387,0.567059850024085,0.8495067743420776,0.9813817002781761,1.0,1.0,1.0,A: Consolidation
0.012590346782238415,0.6252907706862119,0.9828064510975824,1.0,1.0,0.9963599858241182,1.0,1.0,A: Consolidation
-0.008110196030774381,0.3546912355578847,0.47700375820520136,0.68386009545202,0.9587421454118134,1.0,1.0,1.0,A: Consolidation
-0.02391360496248645,0.6660476880081745,0.8989750767518583,1.0,1.0,1.0,1.0,1.0,A: Consolidation
-0.049986566035201296,0.3491684541939171,0.5176947493576497,0.8896387603288031,1.0,1.0,0.9787046955898125,1.0,A: Consolidation
-0.11060253940250493,0.22975681861879962,0.45406734611841437,0.7462302595223886,1.0,1.0,1.0,1.0,A: Consolidation
0.028707529866459688,0.6125371698389078,0.9190210687091002,1.0,1.0,1.0,0.9582024762700438,1.0,A: Consolidation
-0.16362622289204043,0.4280706235735608,0.8078143065170034,1.0,1.0,1.0,1.0,1.0,A: Consolidation
0.025485675786289172,0.5714381511859217,0.886071379544704,1.0,1.0,1.0,1.0,1.0,A: Consolidation
0.045744564895881135,0.7603667706779133,1.0,1.0,1.0,1.0,0.9996400568224418,1.0,A: Consolidation
-0.05164674873323802,0.31669929915049055,0.46075635357136246,0.9209297209857639,1.0,1.0,1.0,1.0,A: Consolidation
0.02814181238957641,0.6926749210832742,1.0,1.0,1.0,1.0,0.9941999366015295,1.0,A: Consolidation
0.03575338786427177,0.6248415721601411,0.9140496653418693,0.8407778942514708,0.8936224090784297,1.0,0.867671338453683,1.0,A: Consolidation
0.03581013445326271,0.6476856185990514,0.8248725558814304,1.0,1.0,1.0,1.0,1.0,A: Consolidation
-0.02222567014814345,0.37585072707229894,0.7184313935202565,0.9655637476873768,1.0,0.9955799461940553,1.0,1.0,A: Consolidation
0.017515671883704488,0.4251681892294289,0.7404426065885826,0.9423658559618557,1.0,1.0,1.0,1.0,A: Consolidation
0.01012433948788807,0.8773190426555989,1.0,1.0,1.0,1.0,1.0,1.0,A: Consolidation
-0.04037975333682507,0.277285163098696,0.5046188599417383,0.6948809394045311,0.7689608365038851,1.0,1.0,1.0,A: Consolidation
-0.026327833489410125,0.5484622411947001,0.9562408673760039,0.9802810502761126,1.0,1.0,1.0,1.0,A: Consolidation
0.032464603112917136,0.5810019213269131,0.8231003457364369,1.0,1.0,1.0,1.0,1.0,A: Consolidation
-0.027010389043286773,0.3082058672709567,0.47341496648171305,0.8770393224883547,1.0,0.9574032956885767,0.8875638609565596,1.0,A: Consolidation
0.02253203971005174,0.5561765507739853,0.8923742612558075,1.0,1.0,0.9782828956302627,1.0,1.0,A: Consolidation
0.004735642330938129,0.7180541416790392,1.0,1.0,1.0,1.0,1.0,1.0,A: Consolidation
-0.011712372984674339,0.5937660392982426,0.9575931211668544,1.0,1.0,1.0,1.0,1.0,A: Consolidation
0.0057297201869432116,0.20696584102120194,0.406389076873295,0.6352006866928666,0.6808559226123279,0.8525983930346703,0.781632430688451,1.0,A: Consolidation
0.0170584989262284,0.6928694751089192,1.0,1.0,1.0,1.0,1.0,1.0,A: Consolidation
0.0036178719002579185,0.42736673545492176,0.4983838691266154,0.7708946843793112,1.0,1.0,1.0,1.0,A: Consolidation
0.009162251655822098,0.5595298186584158,0.9506476624213339,1.0,1.0,1.0,1.0,1.0,A: Consolidation
0.03460921403580702,0.6475458531066633,0.9379431631086381,1.0,1.0,1.0,1.0,1.0,A: Consolidation
-0.008195283205958219,0.48492831625291877,0.6931013679225695,1.0,1.0,1.0,0.9743787751082512,1.0,A: Consolidation
0.010763439075453183,0.5492877205348722,0.8118505706371686,0.8656789911011329,1.0,1.0,1.0,1.0,A: Consolidation
-0.009439967266304986,0.44125569638221857,0.7719348293956833,1.0,1.0,1.0,1.0,1.0,A: Consolidation
0.020783412553972654,0.3363656500492184,0.6317153473911885,0.995003741433874,1.0,1.0,1.0,1.0,A: Consolidation
-0.0055898772811690915,0.588861608976531,0.8786911786896692,1.0,1.0,1.0,1.0,1.0,A: Consolidation
0.03613913085516109,0.7480656714843603,0.9262412674547955,1.0,1.0,1.0,1.0,1.0,A: Consolidation
0.05588107716558876,0.47581223657714905,0.8627323352927513,1.0,1.0,1.0,1.0,1.0,A: Consolidation
-0.06931371728116348,0.5387489371528881,0.8171017302019088,0.7862936582404321,1.0,1.0,1.0,1.0,A: Consolidation
0.07032623877824024,0.5802831831470198,0.6453812097624505,1.0,1.0,1.0,1.0,1.0,A: Consolidation
0.059637162098813624,0.3375260019789607,0.6419393084133007,0.9505557162296893,1.0,1.0,1.0,1.0,A: Consolidation
-0.038559990727466555,0.4777595543978656,0.8134949199909319,0.9600140763469904,1.0,1.0,1.0,1.0,A: Consolidation
0.12017077572409887,1.0,1.0,1.0,1.0,1.0,1.0,1.0,A: Consolidation
0.012047527884881497,0.621824741452323,1.0,1.0,1.0,1.0,1.0,1.0,A: Consolidation
0.02657056039705967,0.3519396512936748,0.7496040270596511,0.8403318984048938,1.0,1.0,1.0,1.0,A: Consolidation
0.08550883638010776,0.6517989523825533,0.9850884112984599,1.0,1.0,1.0,0.992292939513525,1.0,A: Consolidation
-0.03111791150779232,0.4039044834540632,0.5004105592482103,0.5887772643549175,0.6787034526502339,0.7497254296195411,0.729960320554257,0.8253968044884566,A: Consolidation
-0.055116383942994375,0.4115220697706733,0.49221903553116075,0.8209115143823107,1.0,1.0,1.0,1.0,A: Consolidation
-0.01610911157013296,0.3678456689633856,0.5077796352202992,0.8375380289809398,0.9633552686610685,1.0,1.0,1.0,A: Consolidation
0.00898499469217188,0.646699451425254,0.9317008023500715,1.0,1.0,1.0,1.0,1.0,A: Consolidation
0.019926314664869323,0.5295895878681286,1.0,1.0,1.0,1.0,1.0,1.0,A: Consolidation
0.0354806839326098,0.6810157098296529,1.0,1.0,1.0,1.0,0.9681632469979297,1.0,A: Consolidation
0.08521343004881915,0.5801323331002683,0.6885584743076368,1.0,1.0,1.0,1.0,1.0,A: Consolidation
-0.03858926797908758,0.6007125778918555,0.8971737976286887,1.0,1.0,1.0,1.0,1.0,A: Consolidation
-0.06044692335276709,0.3898477537027313,0.5257239257867673,0.9670959044801517,1.0,0.9944477223120931,1.0,1.0,A: Consolidation
0.0160068344509577,0.31828257139779065,0.6209459269359764,0.9088293554736011,0.9472348345704285,1.0,1.0,1.0,A: Consolidation
-0.0011077769646068868,0.7078329023143507,0.8962867310108741,0.9104198041081013,1.0,1.0,1.0,1.0,A: Consolidation
-0.003458576526002134,0.4696355699839984,0.7440664232498825,1.0,1.0,0.9522166963390253,1.0,1.0,A: Consolidation
-0.06811937371699961,0.551069918205749,0.6472905304599778,1.0,1.0,1.0,1.0,1.0,A: Consolidation
0.03375245377274831,0.3697040329272444,0.6898036986439532,0.9476749754523239,1.0,1.0,1.0,1.0,A: Consolidation
0.032870317645629185,0.4348896867009889,0.815503427605574,1.0,1.0,0.9906643563239844,1.0,1.0,A: Consolidation
-0.014141088352877857,0.5494084963136734,0.729546731497711,0.9603699090481125,1.0,1.0,1.0,1.0,A: Consolidation
0.13598783964580913,0.4914242182438514,0.8035922168529738,1.0,1.0,0.9976181019397298,1.0,1.0,A: Consolidation
-0.05920267584337335,0.3952902496432532,0.6055633201700814,0.8091622946211329,1.0,1.0,1.0,1.0,A: Consolidation
0.05118787040227986,0.89418939987242,0.9367036368129388,1.0,1.0,1.0,1.0,1.0,A: Consolidation
-0.02880325684061228,0.3116334577547995,0.18328995611860527,0.13987323612593552,0.13617770827729542,0.1300978330313619,0.1898175830101194,0.09741798772134887,A: Consolidation
-0.042718966596376966,0.5088885330994578,0.7063992495218354,0.9865321015526505,1.0,1.0,1.0,1.0,A: Consolidation
-0.05846390950221184,0.5125443053303238,0.8040893156944756,1.0,1.0,1.0,1.0,1.0,A: Consolidation
0.05167994724459081,0.49597179390664586,0.5802680845087645,0.7982980112576219,1.0,1.0,1.0,0.9312288879030781,A: Consolidation
-0.0302968201993876,0.7796592263173149,1.0,1.0,1.0,1.0,1.0,1.0,A: Consolidation
-0.024124357388581028,0.39879099021729847,0.8207138526377067,0.8938081290163186,1.0,1.0,0.9332142016900216,1.0,A: Consolidation
-0.02010336213116462,0.3296020075077144,0.3584968955252371,0.3615676873948937,0.5505548396070084,0.6514169028536048,0.8180651874599172,0.7210703797012268,A: Consolidation
0.021533005779846032,1.0,1.0,1.0,1.0,1.0,1.0,1.0,A: Consolidation
0.0590194061633235,0.623091449011857,0.8971983962527454,0.9903921031473747,1.0,1.0,1.0,1.0,A: Consolidation
0.01796041939610801,0.3886331738903573,0.765512491043119,1.0,1.0,1.0,1.0,1.0,A: Consolidation
0.06446176050459271,0.5019551961327222,0.7527920433702586,1.0,0.9885824477301436,1.0,1.0,1.0,A: Consolidation
0.0695459049406541,0.7228001086851891,0.8320618985321977,1.0,1.0,1.0,1.0,0.9281580954280559,A: Consolidation
-0.019252861291206,0.5404052905237551,0.7200929010581885,0.9905150493334876,1.0,1.0,1.0,0.9728777165791068,A: Consolidation
0.018714912238989717,0.26599797029765815,0.4533143117809514,0.6490347595489886,0.8964574526663828,0.8906773541783543,1.0,1.0,A: Consolidation
0.04721246409222341,0.6602584495244398,0.9095998432514627,1.0,0.9714579915515904,1.0,1.0,0.9862703189238652,A: Consolidation
0.04018028217009132,0.7217678888970334,0.9129782410872925,1.0,1.0,1.0,1.0,1.0,A: Consolidation
0.00909688431198717,0.43598919985118423,0.85207280999811,1.0,1.0,1.0,1.0,1.0,A: Consolidation
0.08201857969008758,0.6099290608905537,0.8129219645456078,1.0,1.0,1.0,1.0,1.0,A: Consolidation
-0.007922501647931507,0.49023939810337835,0.669052823224334,0.8836357407553682,1.0,1.0,1.0,1.0,A: Consolidation
-0.006773980169681432,0.63724323334131,0.9181788768934641,1.0,1.0,1.0,1.0,1.0,A: Consolidation
0.022234062963760577,0.7749767051696907,1.0,1.0,1.0,1.0,1.0,1.0,A: Consolidation
-0.003911513378455778,0.5276420217070834,0.7815111027038905,1.0,1.0,1.0,1.0,1.0,A: Consolidation
-0.04557623926038229,0.44196600788033713,0.7795760127344614,0.9065892340415536,1.0,1.0,0.9910365336427772,0.7506772573566313,A: Consolidation
0.059104606174004884,0.35309900982428316,0.6678213903459621,0.7653554056298384,1.0,1.0,1.0,0.952537072517307,A: Consolidation
0.0065204691508415295,0.5661204140605811,0.7849332021042523,0.8509864078909305,1.0,1.0,0.881912843954208,1.0,A: Consolidation
0.05364967598348678,0.7122136851992371,0.9123422929299745,1.0,1.0,1.0,1.0,1.0,A: Consolidation
0.06477699073878589,0.7064236302492901,0.9467133386146757,1.0,1.0,0.9987643221021077,1.0,1.0,A: Consolidation
-0.05503660356323347,0.5587482337054442,0.7731577387233298,1.0,1.0,1.0,1.0,0.975216014669038,A: Consolidation
0.03372370925745744,0.7625693648470444,1.0,1.0,1.0,1.0,0.9886715253979845,1.0,A: Consolidation
-0.01800504512023085,0.36433827711054073,0.4717498248804443,0.5056382011152365,0.7805140004782258,1.0,1.0,1.0,A: Consolidation
0.019231838187074565,0.6698393333210011,0.9115404329582327,1.0,1.0,1.0,1.0,1.0,A: Consolidation
0.03743136231066634,0.49453188339802157,0.8338907155840823,1.0,1.0,1.0,1.0,1.0,A: Consolidation
-0.029245517635836906,0.7899260358915078,1.0,1.0,1.0,1.0,1.0,1.0,A: Consolidation
-0.04207969223723629,0.4498157350145913,0.706649279849887,0.8734207401234608,0.9102803490148619,1.0,1.0,0.9992724738562248,A: Consolidation
0.006747577339707181,0.41639444860903624,0.3712932558834944,0.7443212324494732,0.8498098349643669,1.0,1.0,1.0,A: Consolidation
-0.00900851552835177,0.5354526846843214,0.8583757393225602,0.8777537836226367,0.9269987334626381,1.0,0.8940141426890221,1.0,A: Consolidation
-0.019019280889118237,0.5086314315551576,0.7326859512518615,0.9148488372578767,0.9104404390850929,0.9451558212214176,0.9107471891066152,0.9232449075367279,A: Consolidation
0.023101989722652327,0.538547573962019,0.795433469884197,1.0,1.0,0.9071705490356521,1.0,0.8524989139514784,A: Consolidation
-0.0011315127861436373,0.6980486376216353,0.7641512613137461,0.9229202149159037,0.9207967861741699,1.0,1.0,1.0,A: Consolidation
0.030518131218325518,0.6447838298361698,0.9043680522874032,1.0,1.0,1.0,1.0,1.0,A: Consolidation
0.03834778865494561,0.39904298452168424,0.4335296191484106,0.7766595416504359,0.9032296976856035,1.0,1.0,1.0,A: Consolidation
-0.02764812421060734,0.5315848950609832,0.9581060588973236,1.0,1.0,1.0,1.0,1.0,A: Consolidation
-0.01966284356184092,0.6034335810852266,0.8546222332424406,1.0,1.0,0.9911190174298173,1.0,0.9588003426022451,A: Consolidation
0.021601030007205143,0.6236872290930278,0.9230765971695409,1.0,1.0,1.0,1.0,1.0,A: Consolidation
0.018057089950445377,0.518902976172051,0.5876801304169156,0.7089402772475991,1.0,1.0,1.0,1.0,A: Consolidation
0.014602094736069686,0.7172527943900578,0.9024070183824421,1.0,1.0,1.0,1.0,1.0,A: Consolidation
0.07817631320334628,0.3211684191037951,0.3874849121960953,0.5635728037298552,0.6017450684683419,0.8266088822527804,1.0,1.0,A: Consolidation
0.08138269263102262,0.7443427905153314,1.0,1.0,1.0,1.0,0.9506446685183634,1.0,A: Consolidation
-0.07562546220689767,0.6009135048042383,0.9360889201989304,1.0,1.0,1.0,1.0,0.9844834430396004,A: Consolidation
0.008185245903018746,0.5467262486366209,0.7776105879019503,0.9698128347128059,1.0,1.0,1.0,1.0,A: Consolidation
-0.005443997480733869,0.6459365265008254,0.7196725864654426,0.7739578066242556,1.0,1.0,1.0,1.0,A: Consolidation
-0.0428959181591825,0.5346378259708103,1.0,1.0,1.0,1.0,1.0,1.0,A: Consolidation
-0.07379029168724814,0.5594391590783309,1.0,1.0,1.0,1.0,1.0,0.9433412697992887,A: Consolidation
-0.10398426641548514,0.2914989182737179,0.4184935416238317,0.6988448108467795,1.0,1.0,1.0,1.0,A: Consolidation
-0.009662394714472765,0.3695952543011188,0.5491708934361135,0.7905703268173684,1.0,1.0,1.0,1.0,A: Consolidation
-0.01867354560902588,0.5551452404851105,0.8915817075502194,1.0,1.0,1.0,1.0,1.0,A: Consolidation
0.01457732507475746,0.3662548079862522,0.6055239663606901,0.8757302454061181,1.0,0.9718550176630516,0.8648019603472323,1.0,A: Consolidation
-0.011278821023278325,0.5720253082994401,1.0,1.0,1.0,1.0,1.0,1.0,A: Consolidation
0.04049188480919185,0.6948327340362518,1.0,1.0,0.9855890864458139,1.0,1.0,1.0,A: Consolidation
0.058447504999632784,0.3250916361204172,0.5581574519230686,0.8027794818164037,0.8707787845971899,0.9615916871021689,1.0,1.0,A: Consolidation
-0.031970683505787495,0.5673131418885156,0.7295689406550793,1.0,1.0,1.0,0.8577687178154091,1.0,A: Consolidation
-0.024907276531533327,0.31995856418343904,0.35030501661268515,0.5585924400479289,0.5266926274731941,0.6357038841496332,0.7452765452787481,1.0,A: Consolidation
0.06738966122469457,0.6791950679243484,0.8461086107890186,1.0,0.9960814149066668,1.0,1.0,1.0,A: Consolidation
-0.04009156266713468,0.4126198427679862,0.6248694249254185,0.7442189577564489,0.9464273590615007,1.0,1.0,1.0,A: Consolidation
0.08670764945040209,0.7620001695197143,1.0,1.0,1.0,1.0,1.0,0.7513056613117028,A: Consolidation
0.10442349267089841,0.7681646100830279,1.0,1.0,1.0,1.0,1.0,1.0,A: Consolidation
-0.014734295866205708,0.4160172214608242,0.5042956520905781,0.5713787457698555,0.7751310453441783,0.9377445760565295,1.0,1.0,A: Consolidation
0.00747332961301692,0.6822864592056788,1.0,1.0,1.0,1.0,1.0,1.0,A: Consolidation
0.02217612859538841,0.8357922300732725,1.0,1.0,1.0,1.0,1.0,1.0,A: Consolidation
-0.05971683909440243,0.5120455798010798,0.8381026059024761,1.0,1.0,0.9723146651704078,1.0,1.0,A: Consolidation
0.10410325288551095,0.8108267652514363,1.0,1.0,1.0,1.0,1.0,1.0,A: Consolidation
-0.10369986123678417,0.2940429701128251,0.4647665199728429,0.37944538232610214,0.4383336467378471,0.44972818441830265,0.6938508059270576,0.8905868219390392,A: Consolidation
-0.0004301962267611395,0.4825242319840445,0.7270394618149068,0.814749836994467,0.878762173144929,1.0,1.0,1.0,A: Consolidation
-0.015914578140038636,0.4794746975787026,0.7851528802934403,0.8573359904361683,0.9044187036912037,1.0,1.0,1.0,A: Consolidation
0.10156016375988759,0.7111607160536232,1.0,1.0,0.9688494803109404,1.0,1.0,0.9616326515703663,A: Consolidation
0.0062409444523630914,0.5724981305571676,1.0,1.0,1.0,1.0,0.9865127379517356,1.0,A: Consolidation
-0.0699911945898813,0.46016879141765576,0.8553626567243062,1.0,1.0,0.9426546319435586,0.9867920025958281,0.8056129744839576,A: Consolidation
0.02805727907439052,0.6071864190334115,0.8659821659483926,1.0,1.0,1.0,1.0,1.0,A: Consolidation
0.017226395149836614,0.6110107602222895,0.8724396410484804,0.9012193568120592,1.0,1.0,1.0,1.0,A: Consolidation
0.06623669591737504,0.39727535095341104,0.5685004193321225,0.7351323868398842,1.0,1.0,1.0,1.0,A: Consolidation
-0.08518501237596823,0.6312936049648363,0.8372376192583034,0.9797878866294624,1.0,1.0,1.0,1.0,A: Consolidation
0.051054931273907624,0.37288449750551156,0.7265190659674011,1.0,1.0,1.0,1.0,1.0,A: Consolidation
0.0554080607365802,0.5481499805318752,0.7911655043745842,0.8943955972119755,1.0,1.0,1.0,1.0,A: Consolidation
-0.031204826473715537,0.6588057242857054,0.9324775178413003,1.0,1.0,0.8996598748866125,1.0,1.0,A: Consolidation
-0.04478234417785274,0.540191012132172,1.0,1.0,1.0,0.999352748281335,1.0,1.0,A: Consolidation
-0.031048748046059744,0.31092769151130495,0.5584916399581341,0.8342459391643252,0.8978482173338995,1.0,0.9137230193194795,0.9804351887284907,A: Consolidation
0.05488287066372152,0.465754062916294,0.6647491050600746,0.9849519041061655,1.0,1.0,1.0,0.9756289103372489,A: Consolidation
0.04161261675982576,0.7740519905026224,1.0,1.0,1.0,1.0,1.0,1.0,A: Consolidation
-0.022753244352029495,0.41716782859985824,0.7623394940813276,0.9284764981464381,0.9685936662526217,1.0,1.0,0.9956464698691057,A: Consolidation
0.04520931022424544,0.35052484828992436,0.441957361236252,0.5034288373197747,0.4576298923744807,0.7045431999740231,0.680720182373662,0.8823312467469454,A: Consolidation
0.06531236998258955,0.7906955217509166,1.0,1.0,1.0,1.0,0.9948161640915643,1.0,A: Consolidation
-0.014420035225163195,0.6230829309935401,1.0,1.0,1.0,1.0,1.0,1.0,A: Consolidation
0.059978763024304854,0.8314513578344337,1.0,1.0,1.0,1.0,1.0,1.0,A: Consolidation
-0.01944338899114105,0.7156747453130262,0.978933138210841,1.0,1.0,0.8868544422873365,0.9837904384278702,1.0,A: Consolidation
-0.017135978640559515,0.39413562976143923,0.49817741537852234,0.42350812999208787,0.6283489322684184,0.7306439927771735,1.0,1.0,A: Consolidation
-0.0060509361275348185,0.4998003082959477,0.4232058778204424,0.7584488535922287,1.0,1.0,1.0,0.958585303228681,A: Consolidation
0.015331722733809495,0.6423823732408458,0.8976138430360926,1.0,1.0,1.0,1.0,0.8273787905413313,A: Consolidation
-0.10258895386253296,0.32342859389607803,0.5808720775132727,0.7823966413790717,1.0,1.0,1.0,1.0,A: Consolidation
-0.05254997446035312,0.3151603897979489,0.45867796803059524,0.6553830810919115,0.786452753786145,0.9138345532382138,1.0,1.0,A: Consolidation
-0.11694541062754141,0.5762060807554645,0.7180934421015077,1.0,1.0,1.0,1.0,1.0,A: Consolidation
0.03187038194005155,0.5341242820116471,0.5817088562550653,0.6527746488816859,0.9092042578624707,1.0,1.0,1.0,A: Consolidation
0.06330139664350538,0.8826696589960588,1.0,1.0,1.0,1.0,1.0,1.0,A: Consolidation
0.07299726999918542,0.5020816380239317,0.8008133450678745,1.0,1.0,0.9714871355659446,0.9549456480988471,1.0,A: Consolidation
-0.09810410294313536,0.5326288657575827,0.9233714604337536,0.8518507707550627,1.0,1.0,1.0,1.0,A: Consolidation
0.0026415182352589224,0.5044031033313803,0.7159255995702475,1.0,1.0,1.0,1.0,0.9569854082711579,A: Consolidation
-0.059219604386939975,0.39668938415926136,0.6440909853311969,0.8518275950085,0.8087894671948017,0.9293083603901036,1.0,1.0,A: Consolidation
-0.06760192474919205,0.3963504305624719,0.3182278805968172,0.31001769268658286,0.5408094385510909,0.5042150953838512,0.530887682863392,0.5372659118651985,A: Consolidation
-0.028681113205825087,0.3435742209970874,0.6408332071047977,0.8063938618916745,0.8306482524811155,0.7710133817971684,0.890283119083168,0.9698532589342592,A: Consolidation
-0.0650580496663521,0.2677935989793522,0.4636827452555259,0.48772497957623573,0.6071894118684039,0.6847805068970427,0.6904616887241085,0.861695014572128,A: Consolidation
0.10224553454028772,0.5267707154463835,0.8018799490167807,1.0,1.0,1.0,1.0,1.0,A: Consolidation
-0.07415457219570974,0.3402687627591775,0.43248619980597874,0.5938889862575714,0.7400618143339542,0.9194092608040173,0.9615544281295423,1.0,A: Consolidation
-0.04976449137214053,0.39525819893959263,0.6489782635465395,0.9787335907095855,1.0,1.0,1.0,1.0,A: Consolidation
-0.009061855495473123,0.5864037283643622,0.82180551241675,0.9473968014903784,1.0,1.0,0.9633928442573209,0.8946305075126635,A: Consolidation
0.0022766180710167188,0.5381933151217938,0.6492783429287361,0.9676684848336923,1.0,1.0,1.0,1.0,A: Consolidation
0.0008582239593951202,0.7535685523307707,1.0,1.0,1.0,1.0,1.0,0.858687052689136,A: Consolidation
-0.060068286484563985,0.4354262661520232,0.7831241580990013,1.0,1.0,1.0,1.0,1.0,A: Consolidation
0.011543942363346072,0.5381649934679719,0.8218597473979503,1.0,1.0,1.0,1.0,1.0,A: Consolidation
0.01313056670500801,0.7194993844583866,0.8101310080327534,1.0,1.0,1.0,1.0,1.0,A: Consolidation
